identifier,time,x,y
RCB,838,7.8,-35.0
RCB,839,8.02,-35.08
RCB,840,8.18,-35.26
RCB,841,8.86,-36.04
RCB,842,10.18,-37.48
RCB,843,12.05,-39.35
RCB,844,14.42,-41.69
RCB,845,17.12,-44.44
RCB,846,20.23,-47.45
RCB,847,22.94,-50
RCB,848,25.31,-48.92
RCB,849,27.48,-48.08
RCB,850,29.24,-47.31
RCB,851,30,-46.7
RCB,852,29.08,-46.12
RCB,853,28.21,-45.63
RCB,854,27.41,-45.14
RCB,855,26.72,-44.73
RCB,856,25.97,-44.4
RCB,857,25.37,-44.07
RCB,858,24.68,-43.89
RCB,859,23.91,-43.7
RCB,860,23.26,-43.59
RCB,861,22.58,-43.48
RCB,862,22.01,-43.44
RCB,863,21.38,-43.49
RCB,864,20.82,-43.55
RCB,865,20.37,-43.63
RCB,866,19.85,-43.83
RCB,867,19.33,-44.05
RCB,868,18.77,-44.33
RCB,869,18.19,-44.67
RCB,870,17.66,-45.05
RCB,871,17.05,-45.25
RCB,872,16.6,-45.34
RCB,873,16.27,-45.53
RCB,874,15.97,-45.69
RCB,875,15.78,-45.95
RCB,876,15.61,-46.29
RCB,877,15.57,-46.68
RCB,878,15.57,-47.09
RCB,879,15.44,-47.35
RCB,880,15.33,-47.69
RCB,881,15.11,-47.88
RCB,882,14.81,-47.98
RCB,883,14.49,-47.92
RCB,884,14.2,-47.94
RCB,885,13.87,-48.0
RCB,886,13.63,-48.15
RCB,887,13.38,-48.38
RCB,888,13.13,-48.53
RCB,889,12.83,-48.76
RCB,890,12.56,-48.84
RCB,891,12.36,-48.81
RCB,892,12.11,-48.68
RCB,893,11.87,-48.49
RCB,894,11.52,-48.26
RCB,895,11.18,-48.05
RCB,896,10.78,-47.89
RCB,897,9.53,-47.43
RCB,898,7.64,-46.79
RCB,899,5.19,-45.93
RCB,900,2.26,-44.85
RCB,901,-1.14,-43.66
RCB,902,-5.05,-42.18
RCB,903,-8.44,-40.77
RCB,904,-11.35,-39.48
RCB,905,-13.77,-38.36
RCB,906,-15.85,-37.46
RCB,907,-17.5,-36.68
RCB,908,-18.93,-35.85
RCB,909,-20.0,-35.11
RCB,910,-20.87,-34.38
RCB,911,-21.51,-33.64
RCB,912,-21.99,-32.91
RCB,913,-22.35,-32.34
RCB,914,-22.57,-31.73
RCB,915,-22.49,-31.24
RCB,916,-22.17,-30.69
RCB,917,-21.76,-30.12
RCB,918,-21.22,-29.47
RCB,919,-20.47,-28.99
RCB,920,-19.53,-28.67
RCB,921,-18.4,-28.25
RCB,922,-17.31,-27.96
RCB,923,-16.26,-27.74
RCB,924,-15.29,-27.58
RCB,925,-14.24,-27.39
RCB,926,-13.06,-27.24
RCB,927,-11.85,-27.14
RCB,928,-10.76,-27.03
RCB,929,-9.59,-27.05
RCB,930,-8.44,-27.02
RCB,931,-7.24,-27.12
RCB,932,-6.15,-27.33
RCB,933,-5.17,-27.5
RCB,934,-4.27,-27.52
RCB,935,-3.34,-27.47
RCB,936,-2.34,-27.5
RCB,937,-1.37,-27.55
RCB,938,-0.45,-27.54
RCB,939,0.35,-27.51
RCB,940,0.99,-27.6
RCB,941,1.56,-27.66
RCB,942,2.11,-27.78
RCB,943,2.69,-27.89
RCB,944,3.24,-27.95
RCB,945,3.62,-28.01
RCB,946,3.94,-28.03
RCB,947,4.36,-28.18
RCB,948,4.81,-28.3
RCB,949,5.15,-28.31
RCB,950,5.57,-28.41
RCB,951,5.85,-28.54
RCB,952,6.24,-28.53
RCB,953,6.46,-28.61
RCB,954,6.57,-28.7
RCB,955,6.67,-28.77
RCB,956,6.73,-28.73
RCB,957,6.68,-28.78
RCB,958,6.51,-28.96
RCB,959,6.23,-29.09
RCB,960,6.07,-29.17
RCB,961,5.99,-29.28
RCB,962,5.86,-29.39
RCB,963,5.62,-29.59
RCB,964,5.28,-29.69
RCB,965,5.11,-29.91
RCB,966,4.84,-30.0
RCB,967,4.6,-30.12
RCB,968,4.52,-30.11
RCB,969,4.42,-30.04
RCB,970,4.43,-29.89
RCB,971,4.54,-29.67
RCB,972,4.69,-29.53
RCB,973,4.86,-29.42
RCB,974,4.97,-29.44
RCB,975,4.96,-29.44
RCB,976,4.92,-29.54
RCB,977,4.55,-30.47
RCB,978,4.0,-32.09
RCB,979,3.23,-34.36
RCB,980,2.28,-37.37
RCB,981,1.51,-40.1
RCB,982,0.89,-42.66
RCB,983,0.24,-44.9
RCB,984,-0.26,-46.78
RCB,985,-0.64,-48.44
RCB,986,-0.85,-50
RCB,987,-0.93,-49.26
RCB,988,-0.99,-48.5
RCB,989,-0.95,-47.79
RCB,990,-1.03,-47.19
RCB,991,-1.11,-46.67
RCB,992,-1.21,-46.07
RCB,993,-1.24,-45.42
RCB,994,-1.18,-44.8
RCB,995,-1.08,-44.18
RCB,996,-1.0,-43.71
RCB,997,-0.77,-43.31
RCB,998,-0.65,-42.96
RCB,999,-0.63,-42.55
RCB,1000,-0.53,-42.22
RCB,1001,-0.54,-41.88
RCB,1002,-0.57,-41.66
RCB,1003,-0.7,-41.53
RCB,1004,-0.87,-41.5
RCB,1005,-0.95,-41.55
RCB,1006,-0.98,-41.57
RCB,1007,-0.91,-41.54
RCB,1008,-0.9,-41.46
RCB,1009,-0.77,-41.46
RCB,1010,-0.51,-41.41
RCB,1011,-0.12,-41.26
RCB,1012,0.36,-41.15
RCB,1013,0.71,-41.05
RCB,1014,1.12,-40.85
RCB,1015,1.41,-40.76
RCB,1016,1.59,-40.62
RCB,1017,1.65,-40.58
RCB,1018,1.67,-40.44
RCB,1019,1.75,-40.42
RCB,1020,1.78,-40.5
RCB,1021,1.89,-40.66
RCB,1022,2.0,-40.76
RCB,1023,2.21,-40.93
RCB,1024,2.32,-41.05
RCB,1025,2.56,-41.12
RCB,1026,2.79,-41.1
RCB,1027,3.12,-40.99
RCB,1028,3.48,-40.85
RCB,1029,3.87,-40.77
RCB,1030,4.31,-40.66
RCB,1031,4.62,-40.52
RCB,1032,4.95,-40.3
RCB,1033,5.2,-39.97
RCB,1034,5.55,-39.58
RCB,1035,5.8,-39.37
RCB,1036,6.1,-39.1
RCB,1037,6.39,-38.93
RCB,1038,6.79,-38.71
RCB,1039,7.21,-38.42
RCB,1040,7.6,-38.11
RCB,1041,7.85,-37.85
RCB,1042,8.14,-37.5
RCB,1043,8.35,-37.17
RCB,1044,8.65,-36.91
RCB,1045,8.81,-36.58
RCB,1046,8.92,-36.17
RCB,1047,9.11,-35.85
RCB,1048,9.2,-35.58
RCB,1049,9.17,-35.33
RCB,1050,9.1,-34.99
RCB,1051,8.97,-34.69
RCB,1052,8.92,-34.53
RCB,1053,8.89,-34.31
RCB,1054,8.94,-34.07
RCB,1055,8.88,-33.72
RCB,1056,8.89,-33.45
RCB,1057,9.01,-33.12
RCB,1058,9.15,-32.72
RCB,1059,9.38,-32.27
RCB,1060,9.66,-31.83
RCB,1061,10.02,-31.5
RCB,1062,10.43,-31.21
RCB,1063,10.91,-30.87
RCB,1064,11.4,-30.63
RCB,1065,11.78,-30.54
RCB,1066,12.23,-30.47
RCB,1067,12.63,-30.29
RCB,1068,12.92,-30.26
RCB,1069,13.07,-30.24
RCB,1070,13.07,-30.21
RCB,1071,13.07,-30.26
RCB,1072,13.13,-30.36
RCB,1073,13.08,-30.41
RCB,1074,13.07,-30.34
RCB,1075,13.16,-30.34
RCB,1076,13.16,-30.45
RCB,1077,13.28,-30.65
RCB,1078,13.31,-30.77
RCB,1079,13.29,-30.97
RCB,1080,13.16,-31.11
RCB,1081,13.15,-31.26
RCB,1082,13.19,-31.31
RCB,1083,13.27,-31.41
RCB,1084,13.27,-31.54
RCB,1085,13.24,-31.62
RCB,1086,13.1,-31.64
RCB,1087,12.89,-31.61
RCB,1088,12.67,-31.45
RCB,1089,12.35,-31.26
RCB,1090,12.01,-31.21
RCB,1091,10.88,-30.96
RCB,1092,8.87,-30.53
RCB,1093,6.28,-29.88
RCB,1094,2.99,-29.1
RCB,1095,-0.71,-28.27
RCB,1096,-4.88,-27.35
RCB,1097,-9.59,-26.41
RCB,1098,-13.63,-25.47
RCB,1099,-17.1,-24.62
RCB,1100,-19.97,-23.84
RCB,1101,-22.5,-23.24
RCB,1102,-24.69,-22.8
RCB,1103,-26.46,-22.45
RCB,1104,-27.82,-22.18
RCB,1105,-28.82,-21.86
RCB,1106,-29.39,-21.65
RCB,1107,-29.51,-21.36
RCB,1108,-29.26,-21.12
RCB,1109,-28.63,-20.87
RCB,1110,-27.75,-20.72
RCB,1111,-26.65,-20.53
RCB,1112,-25.5,-20.31
RCB,1113,-24.08,-20.25
RCB,1114,-22.68,-20.35
RCB,1115,-21.08,-20.51
RCB,1116,-19.33,-20.67
RCB,1117,-17.5,-20.85
RCB,1118,-15.58,-21.14
RCB,1119,-13.72,-21.43
RCB,1120,-11.83,-21.62
RCB,1121,-9.98,-21.82
RCB,1122,-8.36,-22.09
RCB,1123,-6.74,-22.25
RCB,1124,-5.19,-22.47
RCB,1125,-3.7,-22.57
RCB,1126,-2.29,-22.69
RCB,1127,-0.93,-22.95
RCB,1128,0.43,-23.2
RCB,1129,2.6,-23.71
RCB,1130,5.53,-24.47
RCB,1131,9.12,-25.43
RCB,1132,13.16,-26.42
RCB,1133,17.77,-27.53
RCB,1134,22.78,-28.65
RCB,1135,28.13,-29.77
RCB,1136,30,-30.66
RCB,1137,27.73,-31.49
RCB,1138,25.66,-32.3
RCB,1139,23.81,-33.04
RCB,1140,22.12,-33.66
RCB,1141,20.63,-34.27
RCB,1142,19.24,-34.92
RCB,1143,18.0,-35.63
RCB,1144,16.84,-36.38
RCB,1145,15.75,-36.97
RCB,1146,14.78,-37.52
RCB,1147,13.79,-38.05
RCB,1148,12.93,-38.57
RCB,1149,12.07,-39.03
RCB,1150,11.31,-39.5
RCB,1151,10.74,-39.87
RCB,1152,10.34,-40.31
RCB,1153,9.86,-40.67
RCB,1154,9.51,-40.93
RCB,1155,9.19,-41.24
RCB,1156,8.9,-41.44
RCB,1157,8.72,-41.69
RCB,1158,8.63,-42.01
RCB,1159,8.49,-42.21
RCB,1160,8.37,-42.26
RCB,1161,8.25,-42.17
RCB,1162,8.13,-42.13
RCB,1163,7.91,-42.02
RCB,1164,7.7,-42.02
RCB,1165,7.41,-42.03
RCB,1166,7.09,-42.08
RCB,1167,6.82,-42.21
RCB,1168,6.7,-42.34
RCB,1169,6.13,-43.01
RCB,1170,4.94,-44.39
RCB,1171,3.29,-46.32
RCB,1172,1.89,-47.97
RCB,1173,0.62,-49.49
RCB,1174,-0.52,-50
RCB,1175,-1.61,-49.3
RCB,1176,-2.64,-48.73
RCB,1177,-3.48,-48.07
RCB,1178,-4.06,-47.6
RCB,1179,-4.66,-47.27
RCB,1180,-5.06,-46.97
RCB,1181,-5.26,-46.58
RCB,1182,-5.27,-46.1
RCB,1183,-5.32,-45.62
RCB,1184,-5.29,-45.07
RCB,1185,-5.22,-44.56
RCB,1186,-5.03,-44.14
RCB,1187,-4.89,-43.76
RCB,1188,-4.62,-43.36
RCB,1189,-4.43,-42.96
RCB,1190,-4.29,-42.61
RCB,1191,-4.05,-42.26
RCB,1192,-3.93,-41.92
RCB,1193,-3.75,-41.68
RCB,1194,-3.64,-41.52
RCB,1195,-3.57,-41.44
RCB,1196,-3.5,-41.32
RCB,1197,-3.37,-41.23
RCB,1198,-3.27,-41.2
RCB,1199,-3.09,-41.22
RCB,1200,-2.99,-41.12
RCB,1201,-3.0,-41.09
RCB,1202,-3.06,-41.09
RCB,1203,-3.19,-41.04
RCB,1204,-3.23,-40.87
RCB,1205,-3.13,-40.66
RCB,1206,-3.02,-40.33
RCB,1207,-2.91,-39.96
RCB,1208,-2.77,-39.49
RCB,1209,-2.63,-39.2
RCB,1210,-2.6,-39.02
RCB,1211,-2.51,-38.99
RCB,1212,-2.36,-38.9
RCB,1213,-1.47,-38.28
RCB,1214,0.04,-37.15
RCB,1215,2.26,-35.7
RCB,1216,5.07,-33.99
RCB,1217,8.44,-32.05
RCB,1218,12.34,-29.98
RCB,1219,15.92,-28.16
RCB,1220,19.03,-26.43
RCB,1221,21.94,-24.88
RCB,1222,24.48,-23.46
RCB,1223,26.74,-22.09
RCB,1224,28.82,-21.01
RCB,1225,30,-19.98
RCB,1226,29.1,-19.07
RCB,1227,28.31,-18.34
RCB,1228,27.44,-17.65
RCB,1229,25.93,-16.58
RCB,1230,23.85,-15.23
RCB,1231,21.24,-13.45
RCB,1232,18.03,-11.37
RCB,1233,14.32,-9.17
RCB,1234,10.16,-6.92
RCB,1235,5.56,-4.4
RCB,1236,1.33,-2.24
RCB,1237,-2.59,-0.5
RCB,1238,-5.96,1.02
RCB,1239,-8.97,2.41
RCB,1240,-11.54,3.64
RCB,1241,-13.73,4.52
RCB,1242,-15.6,5.1
RCB,1243,-17.19,5.45
RCB,1244,-18.37,5.64
RCB,1245,-19.19,5.76
RCB,1246,-19.83,5.64
RCB,1247,-20.24,5.47
RCB,1248,-20.46,5.09
RCB,1249,-20.53,4.6
RCB,1250,-20.32,3.93
RCB,1251,-19.99,3.2
RCB,1252,-19.48,2.57
RCB,1253,-18.89,1.94
RCB,1254,-18.25,1.26
RCB,1255,-17.53,0.57
RCB,1256,-16.61,-0.15
RCB,1257,-15.51,-0.77
RCB,1258,-14.5,-1.48
RCB,1259,-13.55,-2.14
RCB,1260,-12.61,-2.91
RCB,1261,-11.69,-3.63
RCB,1262,-10.91,-4.44
RCB,1263,-10.07,-5.23
RCB,1264,-9.11,-6.01
RCB,1265,-8.08,-6.78
RCB,1266,-7.23,-7.64
RCB,1267,-6.28,-8.34
RCB,1268,-5.27,-9.1
RCB,1269,-4.34,-9.75
RCB,1270,-3.38,-10.37
RCB,1271,-2.37,-10.85
RCB,1272,-1.4,-11.21
RCB,1273,-0.41,-11.59
RCB,1274,0.47,-11.9
RCB,1275,1.15,-12.34
RCB,1276,1.72,-12.79
RCB,1277,2.36,-13.24
RCB,1278,2.86,-13.72
RCB,1279,3.34,-14.17
RCB,1280,3.73,-14.7
RCB,1281,4.04,-15.29
RCB,1282,4.29,-15.82
RCB,1283,4.59,-16.29
RCB,1284,4.85,-16.59
RCB,1285,5.06,-16.76
RCB,1286,5.24,-17.06
RCB,1287,5.44,-17.24
RCB,1288,5.75,-17.38
RCB,1289,5.92,-17.58
RCB,1290,6.16,-17.85
RCB,1291,6.25,-18.21
RCB,1292,6.35,-18.49
RCB,1293,6.44,-18.88
RCB,1294,6.51,-19.37
RCB,1295,6.46,-19.76
RCB,1296,6.38,-20.13
RCB,1297,6.18,-20.51
RCB,1298,6.01,-20.99
RCB,1299,5.95,-21.35
RCB,1300,5.76,-21.61
RCB,1301,5.51,-21.85
RCB,1302,5.21,-22.09
RCB,1303,5.05,-22.42
RCB,1304,5.03,-22.78
RCB,1305,5.11,-23.11
RCB,1306,5.17,-23.5
RCB,1307,5.13,-24.0
RCB,1308,5.18,-24.33
RCB,1309,5.23,-24.73
RCB,1310,5.32,-25.04
RCB,1311,5.35,-25.25
RCB,1312,5.3,-25.43
RCB,1313,5.28,-25.55
RCB,1314,5.21,-25.7
RCB,1315,4.74,-26.71
RCB,1316,3.94,-28.46
RCB,1317,2.75,-30.87
RCB,1318,1.2,-33.8
RCB,1319,-0.56,-37.24
RCB,1320,-2.06,-40.44
RCB,1321,-3.42,-43.44
RCB,1322,-4.66,-46.13
RCB,1323,-5.8,-48.5
RCB,1324,-6.75,-50
RCB,1325,-7.62,-49.08
RCB,1326,-8.35,-48.26
RCB,1327,-9.07,-47.64
RCB,1328,-9.78,-46.95
RCB,1329,-10.36,-46.39
RCB,1330,-10.81,-45.8
RCB,1331,-11.26,-45.26
RCB,1332,-11.57,-44.9
RCB,1333,-11.83,-44.48
RCB,1334,-11.94,-44.11
RCB,1335,-11.96,-43.82
RCB,1336,-11.85,-43.58
RCB,1337,-11.65,-43.3
RCB,1338,-11.31,-43.02
RCB,1339,-11.0,-42.9
RCB,1340,-10.74,-42.8
RCB,1341,-10.44,-42.71
RCB,1342,-10.02,-42.54
RCB,1343,-9.64,-42.49
RCB,1344,-9.1,-42.56
RCB,1345,-8.41,-42.68
RCB,1346,-7.66,-42.75
RCB,1347,-6.98,-42.93
RCB,1348,-6.32,-43.18
RCB,1349,-5.63,-43.29
RCB,1350,-4.83,-43.26
RCB,1351,-3.96,-43.36
RCB,1352,-3.17,-43.53
RCB,1353,-2.41,-43.68
RCB,1354,-1.77,-43.81
RCB,1355,-1.17,-43.99
RCB,1356,-0.7,-44.16
RCB,1357,-0.14,-44.23
RCB,1358,0.44,-44.42
RCB,1359,0.94,-44.57
RCB,1360,1.34,-44.77
RCB,1361,1.65,-44.87
RCB,1362,1.96,-45.08
RCB,1363,2.19,-45.14
RCB,1364,2.3,-45.31
RCB,1365,2.53,-45.53
RCB,1366,2.79,-45.72
RCB,1367,3.0,-45.84
RCB,1368,3.92,-46.36
RCB,1369,5.45,-47.26
RCB,1370,7.51,-48.6
RCB,1371,10.23,-50
RCB,1372,13.66,-48.93
RCB,1373,17.57,-47.55
RCB,1374,22.06,-46.06
RCB,1375,26.14,-44.63
RCB,1376,29.65,-43.4
RCB,1377,30,-42.28
RCB,1378,28.66,-41.37
RCB,1379,27.36,-40.55
RCB,1380,26.19,-39.82
RCB,1381,25.15,-39.13
RCB,1382,24.19,-38.39
RCB,1383,23.32,-37.73
RCB,1384,22.39,-37.07
RCB,1385,21.48,-36.43
RCB,1386,20.72,-35.74
RCB,1387,19.93,-35.21
RCB,1388,19.28,-34.7
RCB,1389,18.58,-34.1
RCB,1390,17.88,-33.54
RCB,1391,17.24,-33.11
RCB,1392,16.71,-32.64
RCB,1393,16.21,-32.26
RCB,1394,15.78,-31.81
RCB,1395,15.32,-31.38
RCB,1396,14.92,-31.09
RCB,1397,14.6,-30.94
RCB,1398,14.38,-30.75
RCB,1399,14.28,-30.56
RCB,1400,14.31,-30.5
RCB,1401,14.36,-30.38
RCB,1402,14.48,-30.26
RCB,1403,14.62,-30.07
RCB,1404,14.74,-29.85
RCB,1405,14.7,-29.64
RCB,1406,14.74,-29.55
RCB,1407,14.86,-29.33
RCB,1408,14.82,-29.08
RCB,1409,14.77,-28.95
RCB,1410,14.79,-28.78
RCB,1411,14.81,-28.52
RCB,1412,14.8,-28.21
RCB,1413,14.83,-27.99
RCB,1414,14.9,-27.69
RCB,1415,14.93,-27.37
RCB,1416,15.07,-27.0
RCB,1417,15.06,-26.57
RCB,1418,14.94,-26.25
RCB,1419,14.84,-26.05
RCB,1420,14.8,-25.87
RCB,1421,14.76,-25.74
RCB,1422,14.8,-25.5
RCB,1423,14.97,-25.22
RCB,1424,15.13,-25.1
RCB,1425,15.2,-24.97
RCB,1426,15.36,-24.74
RCB,1427,15.62,-24.66
RCB,1428,15.95,-24.65
RCB,1429,16.21,-24.58
RCB,1430,16.34,-24.4
RCB,1431,16.32,-24.19
RCB,1432,16.2,-24.03
RCB,1433,16.04,-23.79
RCB,1434,15.87,-23.52
RCB,1435,15.61,-23.38
RCB,1436,15.46,-23.36
RCB,1437,15.39,-23.3
RCB,1438,15.33,-23.18
RCB,1439,15.29,-23.17
RCB,1440,15.28,-23.05
RCB,1441,15.31,-23.09
RCB,1442,15.43,-23.04
RCB,1443,15.59,-22.95
RCB,1444,15.66,-22.75
RCB,1445,15.8,-22.54
RCB,1446,15.98,-22.49
RCB,1447,16.91,-22.19
RCB,1448,18.6,-21.63
RCB,1449,20.99,-20.99
RCB,1450,24.04,-20.05
RCB,1451,27.64,-19.08
RCB,1452,30,-17.91
RCB,1453,28.09,-16.86
RCB,1454,26.33,-15.82
RCB,1455,24.62,-14.88
RCB,1456,23.03,-14.02
RCB,1457,21.6,-13.34
RCB,1458,20.28,-12.86
RCB,1459,18.95,-12.39
RCB,1460,17.77,-11.92
RCB,1461,16.79,-11.62
RCB,1462,15.93,-11.37
RCB,1463,15.04,-11.27
RCB,1464,14.32,-11.26
RCB,1465,13.56,-11.42
RCB,1466,12.87,-11.52
RCB,1467,12.14,-11.7
RCB,1468,11.35,-11.92
RCB,1469,10.75,-12.1
RCB,1470,10.22,-12.23
RCB,1471,9.86,-12.28
RCB,1472,9.63,-12.3
RCB,1473,9.37,-12.41
RCB,1474,9.21,-12.65
RCB,1475,9.09,-12.81
RCB,1476,8.89,-12.99
RCB,1477,8.67,-13.27
RCB,1478,8.5,-13.67
RCB,1479,8.41,-14.19
RCB,1480,8.39,-14.76
RCB,1481,8.47,-15.31
RCB,1482,8.44,-15.72
RCB,1483,8.49,-16.11
RCB,1484,8.57,-16.41
RCB,1485,8.73,-16.72
RCB,1486,8.9,-17.05
RCB,1487,9.09,-17.45
RCB,1488,9.22,-17.73
RCB,1489,9.26,-18.0
RCB,1490,9.36,-19.12
RCB,1491,9.45,-20.99
RCB,1492,9.56,-23.72
RCB,1493,9.72,-27.17
RCB,1494,9.88,-31.16
RCB,1495,9.89,-34.81
RCB,1496,9.96,-38.03
RCB,1497,9.89,-40.98
RCB,1498,9.82,-43.62
RCB,1499,9.88,-46.05
RCB,1500,9.89,-48.33
RCB,1501,9.95,-50
RCB,1502,10.0,-49.13
RCB,1503,10.0,-48.38
RCB,1504,9.92,-47.65
RCB,1505,9.89,-47.02
RCB,1506,9.75,-46.41
RCB,1507,9.51,-45.96
RCB,1508,9.31,-45.58
RCB,1509,9.1,-45.25
RCB,1510,8.99,-44.87
RCB,1511,8.97,-44.41
RCB,1512,8.82,-43.86
RCB,1513,8.79,-43.23
RCB,1514,8.78,-42.75
RCB,1515,8.9,-42.36
RCB,1516,9.06,-42.05
RCB,1517,9.24,-41.64
RCB,1518,9.45,-41.25
RCB,1519,9.73,-40.97
RCB,1520,10.06,-40.74
RCB,1521,10.44,-40.49
RCB,1522,10.79,-40.27
RCB,1523,11.2,-40.18
RCB,1524,11.59,-40.21
RCB,1525,12.01,-40.3
RCB,1526,12.51,-40.29
RCB,1527,12.83,-40.25
RCB,1528,13.16,-40.1
RCB,1529,13.34,-39.83
RCB,1530,13.64,-39.67
RCB,1531,13.78,-39.64
RCB,1532,13.99,-39.7
RCB,1533,14.29,-39.75
RCB,1534,14.6,-39.89
RCB,1535,14.79,-40.06
RCB,1536,14.98,-40.32
RCB,1537,15.22,-40.42
RCB,1538,15.48,-40.39
RCB,1539,15.59,-40.37
RCB,1540,15.66,-40.45
RCB,1541,15.77,-40.51
RCB,1542,15.89,-40.46
RCB,1543,16.09,-40.37
RCB,1544,16.14,-40.34
RCB,1545,16.07,-40.2
RCB,1546,16.06,-40.04
RCB,1547,16.07,-39.77
RCB,1548,16.18,-39.46
RCB,1549,16.33,-39.25
RCB,1550,16.59,-39.07
RCB,1551,16.81,-38.91
RCB,1552,16.87,-38.77
RCB,1553,16.97,-38.54
RCB,1554,17.09,-38.27
RCB,1555,17.14,-37.98
RCB,1556,17.29,-37.74
RCB,1557,17.33,-37.47
RCB,1558,17.47,-37.29
RCB,1559,17.67,-37.11
RCB,1560,17.93,-36.95
RCB,1561,18.06,-36.86
RCB,1562,18.25,-36.71
RCB,1563,18.28,-36.65
RCB,1564,18.25,-36.52
RCB,1565,18.13,-36.41
RCB,1566,18.11,-36.24
RCB,1567,18.13,-36.14
RCB,1568,18.25,-36.15
RCB,1569,18.32,-36.17
RCB,1570,18.3,-36.25
RCB,1571,18.34,-36.39
RCB,1572,18.32,-36.53
RCB,1573,18.32,-36.6
RCB,1574,18.23,-36.7
RCB,1575,18.06,-36.7
RCB,1576,17.98,-36.8
RCB,1577,18.04,-36.93
RCB,1578,18.04,-37.03
RCB,1579,18.03,-37.09
RCB,1580,18.09,-37.08
RCB,1581,18.03,-37.06
RCB,1582,17.91,-37.05
RCB,1583,17.67,-37.12
RCB,1584,17.38,-37.28
RCB,1585,17.04,-37.43
RCB,1586,16.75,-37.62
RCB,1587,16.48,-37.66
RCB,1588,16.25,-37.65
RCB,1589,16.01,-37.52
RCB,1590,15.67,-37.5
RCB,1591,15.33,-37.35
RCB,1592,14.91,-37.13
RCB,1593,14.55,-36.93
RCB,1594,14.35,-36.66
RCB,1595,14.17,-36.47
RCB,1596,13.89,-36.31
RCB,1597,13.7,-36.23
RCB,1598,13.52,-36.28
RCB,1599,13.22,-36.34
RCB,1600,13.03,-36.3
RCB,1601,12.82,-36.3
RCB,1602,12.51,-36.33
RCB,1603,12.16,-36.47
RCB,1604,11.81,-36.72
RCB,1605,11.52,-37.05
RCB,1606,11.21,-37.36
RCB,1607,10.82,-37.64
RCB,1608,10.47,-37.87
RCB,1609,10.08,-38.07
RCB,1610,9.7,-38.31
RCB,1611,9.42,-38.64
RCB,1612,9.25,-38.82
RCB,1613,9.1,-38.93
RCB,1614,8.99,-39.08
RCB,1615,8.86,-39.34
RCB,1616,8.76,-39.68
RCB,1617,8.76,-40.09
RCB,1618,8.7,-40.49
RCB,1619,8.56,-40.82
RCB,1620,8.36,-41.25
RCB,1621,8.09,-41.61
RCB,1622,7.77,-42.04
RCB,1623,7.56,-42.39
RCB,1624,7.45,-42.83
RCB,1625,7.45,-43.09
RCB,1626,7.37,-43.37
RCB,1627,7.2,-43.59
RCB,1628,7.03,-43.75
RCB,1629,6.77,-43.97
RCB,1630,6.63,-44.19
RCB,1631,6.38,-44.37
RCB,1632,6.07,-44.56
RCB,1633,5.93,-44.8
RCB,1634,5.7,-45.01
RCB,1635,5.58,-45.29
RCB,1636,5.35,-45.56
RCB,1637,5.05,-45.69
RCB,1638,4.88,-45.81
RCB,1639,4.67,-46.01
RCB,1640,4.55,-46.22
RCB,1641,4.55,-46.48
RCB,1642,4.66,-46.67
RCB,1643,4.65,-46.88
RCB,1644,4.58,-47.02
RCB,1645,4.65,-47.13
RCB,1646,4.82,-47.23
RCB,1647,5.0,-47.21
RCB,1648,5.28,-47.21
RCB,1649,5.5,-47.2
RCB,1650,5.68,-47.11
RCB,1651,5.83,-47.09
RCB,1652,5.96,-47.0
RCB,1653,5.99,-46.86
RCB,1654,5.9,-46.7
RCB,1655,5.79,-46.65
RCB,1656,5.79,-46.68
RCB,1657,5.86,-46.78
RCB,1658,5.82,-46.78
RCB,1659,5.68,-46.86
RCB,1660,5.59,-47.03
RCB,1661,5.53,-47.17
RCB,1662,5.61,-47.39
RCB,1663,5.68,-47.65
RCB,1664,5.63,-47.91
RCB,1665,5.57,-48.18
RCB,1666,5.63,-48.35
RCB,1667,5.79,-48.48
RCB,1668,6.06,-48.55
RCB,1669,6.32,-48.62
RCB,1670,6.61,-48.7
RCB,1671,6.95,-48.64
RCB,1672,7.21,-48.66
RCB,1673,7.41,-48.55
RCB,1674,7.54,-48.46
RCB,1675,7.55,-48.43
RCB,1676,7.59,-48.43
RCB,1677,7.55,-48.31
RCB,1678,7.46,-48.12
RCB,1679,7.5,-47.89
RCB,1680,7.55,-47.68
RCB,1681,7.5,-47.49
RCB,1682,7.51,-47.23
RCB,1683,7.61,-47.04
RCB,1684,7.61,-46.96
RCB,1685,7.75,-46.84
RCB,1686,7.75,-46.61
RCB,1687,7.63,-46.36
RCB,1688,7.62,-46.13
RCB,1689,7.62,-45.78
RCB,1690,7.68,-45.53
RCB,1691,7.66,-45.43
RCB,1692,7.76,-45.29
RCB,1693,7.84,-45.16
RCB,1694,7.89,-45.14
RCB,1695,7.86,-45.15
RCB,1696,7.95,-45.05
RCB,1697,8.11,-44.91
RCB,1698,8.23,-44.74
RCB,1699,8.26,-44.46
RCB,1700,8.19,-44.19
RCB,1701,8.14,-43.86
RCB,1702,8.17,-43.47
RCB,1703,8.21,-43.12
RCB,1704,8.28,-42.84
RCB,1705,8.38,-42.7
RCB,1706,8.58,-42.69
RCB,1707,8.82,-42.57
RCB,1708,9.14,-42.5
RCB,1709,9.42,-42.44
RCB,1710,9.76,-42.4
